Date,alpha1,alpha2,alpha3,alpha4,alpha5,alpha6,alpha12,alpha13,alpha14,alpha15,alpha54,alphaExt1,alphaExt2,alphaExt3,alphaExt4,alphaExt5,alphaExt6,alphaExt7
2014-02-05 00:00:00-05:00,0.5,0.19220002118255766,0.5149304262563945,-3.0,-764456.0,0.4731978704418959,-0.6513137817382812,-1107.0,289.1238988399984,-8.0,-0.8442344145288138,1.0790750948144578,1.0870652036050528,1.0768658792501882,0.7616796440489433,1.083025823884007,1.0773381588872097,1.1029319850854662
2014-02-06 00:00:00-05:00,4.5,0.2011407020732062,-0.2980129235207673,-9.0,-237120.0,-0.5741556523634612,-3.4858245849609375,-1662.0,-1403.2364143762993,-9.0,-0.4013237150935874,1.0620138619332335,1.068615012988817,1.068485559303108,0.8449181340747606,1.067514388749393,1.0636213000952701,1.093758467155287
2014-02-07 00:00:00-05:00,4.5,0.5245641600822101,-0.4543865446279476,-8.0,-1000524.0,-0.6620061458133845,0.10091400146484375,-1579.0,-1133.3545216325142,-7.0,-0.9351528065278389,1.0277644704628954,1.0451932225470988,1.0330203719879893,0.915927750410509,1.0419789010845446,1.0432706660462592,1.0780983659407783
2014-02-10 00:00:00-05:00,4.5,0.6836527496721158,-0.34935305162596514,-9.0,-1853013.0,-0.48007757133574974,1.2750778198242188,-1190.0,-1105.6186467862317,-5.0,-0.7818268719620801,1.0177237953105034,1.0281979335093523,1.0142322920970648,0.9388157894736842,1.0285739435041326,1.0325176134996632,1.0652397880688347
2014-02-11 00:00:00-05:00,4.5,0.6956739268756896,-0.11178718769690403,-9.0,-2246778.0,-0.21333690811148648,0.6696624755859375,-898.0,-393.3932585575811,-3.0,-0.8055383288087019,1.014457985558677,1.0190898690068566,0.9924828677739864,0.9562841530054644,1.0216344271577968,1.0205970321984554,1.0620911919762714
2014-02-12 00:00:00-05:00,4.5,0.6537145262572577,0.29136343996296293,-9.0,-3272210.0,0.06232077939089771,0.11005401611328125,-774.0,58.58153262744385,-4.0,-0.7181027635581515,1.0239721761217002,1.0279477572707885,1.0137404817601572,0.9528795811518325,1.0321068140104146,1.032047680336404,1.0694791674867306
2014-02-13 00:00:00-05:00,3.5,0.7459852652655203,0.5582430586750531,-8.0,-3367408.0,0.2834136727012382,-0.0091552734375,-891.0,130.93711678797203,-6.0,-0.6568233049696623,0.9931432740759882,1.0004546599236357,0.9730101342272348,1.019359380499824,1.0052366697554114,1.0118318034110538,1.0496491860058543
2014-02-14 00:00:00-05:00,4.5,-0.23823515289134875,0.7321601979966795,-9.0,-2683035.0,0.45506644716859784,-1.2200241088867188,-1152.0,843.2381266034118,-8.0,-0.788108530076445,0.9800787736631088,0.9870083487285125,0.9603630832383293,1.0664760543245175,0.9907133698573236,0.9946795178553384,1.033186075004968
2014-02-18 00:00:00-05:00,4.5,0.14086533980027593,0.7594787121841634,-9.0,-2888532.0,0.5050943260587322,0.321075439453125,-1175.0,558.129230294899,-8.0,-0.2618405912851377,0.989275184602283,0.9930576274207534,0.9568308323945156,1.0721014492753622,0.997326481332302,1.0046872566544713,1.042593856592402
2014-02-19 00:00:00-05:00,3.5,0.17223827720711965,0.7269593284785233,-8.0,-2178346.0,0.5711920485763546,0.6512908935546875,-1404.0,280.4552958509901,-6.0,-0.07432729501408161,0.9976014606778906,1.0163808003845922,0.9730414781533736,0.9915225500169549,1.0108893094723055,1.0159518380035615,1.0552051100365776
2014-02-20 00:00:00-05:00,2.5,0.04338762600045492,0.7266614189660183,-8.0,-2329758.0,0.6712743783954255,0.29354095458984375,-1361.0,218.16417297851328,-5.0,-0.4326493712027965,1.0040240801909637,1.0214954609769196,0.9690574120200138,0.9933075026417753,1.015488694376759,1.0213128809845555,1.0608746411270813
2014-02-21 00:00:00-05:00,4.5,-0.26625527367116536,0.6047882132916691,-6.0,-1128159.0,0.7355789667492025,-0.862274169921875,-1621.0,1485.869512833389,-6.0,-0.7541373598596863,1.0065369827965964,1.021462013555348,0.97069928156046,0.9689679218967922,1.018068506683703,1.0208651811430578,1.0791150837371117
2014-02-24 00:00:00-05:00,4.5,-0.6867309400401238,0.36072103273611394,-9.0,-1375940.0,0.4957480065411826,0.5503997802734375,-1587.0,963.2383767095179,-7.0,-0.2355579670753881,1.0065280614817929,1.012982207456704,0.9750070116254725,0.9575289575289575,1.015983284878099,1.0172346675863226,1.0703388002349026
2014-02-25 00:00:00-05:00,3.5,-0.7345732027915096,0.2848333342153084,-8.0,-1275165.0,0.28246644108111196,-0.47701263427734375,-1500.0,237.55427694921516,-6.0,-0.13394823623382943,1.0135105333516603,1.0261039287111657,0.9881786895938045,0.9564300773014758,1.0209872441060035,1.0230216169025228,1.0691084250752325
2014-02-26 00:00:00-05:00,2.5,-0.7610193248616068,0.24300324466586165,-7.0,-1110660.0,0.14197523268243603,-0.11923980712890625,-1599.0,35.63578340329144,-6.0,-0.3728418879379535,1.0017929284335698,1.0298732620858098,0.9832548190765273,0.9483177245924385,1.018540862937263,1.0198820991299795,1.0815094446532652
2014-02-27 00:00:00-05:00,1.5,-0.6366149633614926,0.3266271156200355,-7.0,-1069530.0,0.25867553902816426,0.3669281005859375,-1209.0,388.2719840812745,-7.0,-0.8242962059862068,1.0015363888014943,1.0241607249097848,0.9761111277280553,0.9627696590118302,1.0152782140815262,1.015734662771704,1.0807388653941628
2014-02-28 00:00:00-05:00,4.5,-0.512578212097581,0.30423537302205333,-8.0,-811119.0,0.32194848580341995,-0.30271148681640625,-1524.0,540.8734561497455,-8.0,-0.45154156415401975,0.9877251246392758,1.0106436498904023,0.9688515844803126,0.954125299554947,1.0044136236988577,1.0045659835557839,1.068893587243459
2014-03-03 00:00:00-05:00,3.5,0.14788749640614962,0.14203895397114488,-4.0,-643428.0,0.12258119446100446,1.2383956909179688,-918.0,122.33603207208245,-6.0,-0.3571840509767497,1.007933116103146,1.0125634441617033,0.9818595226997225,0.8833063209076175,1.0147301441517378,1.0191737552103868,1.0776127728457983
2014-03-04 00:00:00-05:00,4.5,0.028252089267688178,0.08869018768083484,-9.0,-813219.0,0.06526801130751189,2.063995361328125,-1333.0,116.3728641612937,-4.0,-0.6703435719687134,1.0018210575977662,1.0018782160889106,0.9692432684509357,0.9262720664589823,1.0053235900385944,1.0109297895186524,1.0708926376975765
2014-03-05 00:00:00-05:00,4.5,0.346652967382987,-0.10871964042354818,-9.0,-917252.0,-0.14530270379730342,0.889801025390625,-1396.0,-244.39914778706435,-3.0,-0.5393659667063541,1.0034763782447378,0.9928549798648594,0.9725042756141127,0.9296116504854369,1.0074098638317865,1.0154246717489306,1.0800391565012037
2014-03-06 00:00:00-05:00,4.5,0.6530719379239518,0.2719770481268421,-9.0,-1370820.0,0.2207105501103416,0.6054306030273438,-660.0,478.05905153899994,-4.0,-0.8375252618874602,1.003202755772106,0.9915373228230845,0.9807303701799494,0.9341004184100419,1.00521432732059,1.0095017551195977,1.0698918281874659
2014-03-07 00:00:00-05:00,3.5,0.38288996214957166,-0.11132118359715676,-8.0,-927144.0,-0.14895929445648995,1.0365676879882812,-643.0,-15.193848034561976,-6.0,-0.12675888393529883,1.0034748320491833,0.9866559057846577,0.974765463530585,0.9108910891089109,1.0033461545767552,1.0050376608864793,1.0699946992557765
2014-03-10 00:00:00-04:00,2.5,0.35128498221713184,-0.020326561083484667,-6.0,-1212454.0,-0.03592206549380256,-0.2201690673828125,-1163.0,-25.468744435106014,-8.0,-0.3832495529002726,1.010379029288323,0.9821785304050041,0.9770702011304124,0.9039451114922813,1.0058011339696453,1.0082832660399572,1.0733111727373708
2014-03-11 00:00:00-04:00,1.5,0.004674064151991261,-0.023812829049915385,-5.0,-916695.0,-0.026390839277452515,0.8439254760742188,-1191.0,-7.046354087079822,-8.0,-0.21979615862882654,1.00125692756657,0.9748089797594051,0.9704490461329726,0.8980697595665424,1.0019995392459775,1.004438042378108,1.0872393203823632
2014-03-12 00:00:00-04:00,0.5,-0.024135109849262457,0.0030734462884122408,-2.0,-1183710.0,0.013083830985060904,0.302703857421875,-1101.0,30.917092617698916,-6.0,-0.9452865139150591,1.0001564875566793,0.9896836724224977,0.9733071088233296,0.8807991872671859,1.007631748921571,1.0135918941000557,1.0965675540325526
2014-03-13 00:00:00-04:00,3.5,0.19021830518435492,0.3257486010284434,-2.0,-954180.0,0.3050905994763788,1.3301162719726562,-772.0,80.84900886124038,-5.0,-0.13024473314429239,1.016628247462739,1.0037059408197193,0.9814301600936225,0.8493328994467947,1.017973436772102,1.0293042377091537,1.091785990780932
2014-03-14 00:00:00-04:00,2.5,-0.46583511544126965,0.37318484137650204,-1.0,-1193500.0,0.36203241176773515,0.12841796875,-627.0,788.5065928301271,-5.0,-0.5871027217679051,1.024032983265088,1.0096911383150884,0.9928139409683847,0.8066455696202531,1.0223630166167885,1.0341761293944678,1.0897278720901975
2014-03-17 00:00:00-04:00,4.5,0.07017400457124627,0.27282833726576877,-4.0,-1267312.0,0.25853785849007194,1.21087646484375,-889.0,352.38710112196804,-6.0,-0.7924258766821601,1.0257535913420408,1.0091731603079581,0.9932564145180063,0.8216539355695782,1.0230642288464717,1.0298897876258362,1.0915931899917384
2014-03-18 00:00:00-04:00,4.5,0.27780493663660116,0.1548512200290554,-6.0,-1478925.0,0.13597487653699053,0.5503997802734375,-636.0,323.62020615803743,-5.0,-0.7116530443147991,1.0131019285628875,1.0032525714802107,0.984278705277439,0.8576364892881825,1.0167239709729412,1.0256847121800416,1.086509296820772
2014-03-19 00:00:00-04:00,3.5,0.1611351234840256,0.2350267948631792,-3.0,-1132160.0,0.19789859382548336,1.3484725952148438,-676.0,37.00703704536539,-5.0,-0.23620512404685517,1.0125860799494069,0.9964489634393314,0.9879335459367993,0.8372329603255341,1.017328290301622,1.026767658236142,1.0952226022724796
