Date,alpha1,alpha2,alpha3,alpha4,alpha5,alpha6,alpha12,alpha13,alpha14,alpha15,alpha54,alphaExt1,alphaExt2,alphaExt3,alphaExt4,alphaExt5,alphaExt6,alphaExt7
2014-02-03 00:00:00-05:00,3.5,0.016231992057808703,-0.4115987489895541,-7.0,-178275.0,-0.5323935312805083,-1.143087387084961,-1806.0,-9.583083563049149,-6.0,-0.037981652103195,1.0708825024924489,1.092196197496722,1.0698568741848367,0.7940096072336819,1.0784598845345106,1.0745056794096821,1.0929056103483563
2014-02-04 00:00:00-05:00,2.5,-0.23551738365477437,-0.4442825769544962,-6.0,-330307.0,-0.5778462689760799,-0.10927200317382812,-1549.0,-183.17726726541733,-7.0,-0.11576878990394239,1.0794343428347477,1.0835959993191515,1.0661306783828188,0.7835110982992217,1.0780593401930647,1.0752995287455385,1.0882460625298689
2014-02-05 00:00:00-05:00,1.5,-0.46034903560802304,-0.4707839467969896,-2.0,-307875.0,-0.5123340321523623,0.44546699523925426,-1434.0,-38.425052411427174,-6.0,-0.031861840115840395,1.0790750948144578,1.0870652036050528,1.0768658792501882,0.7616796440489433,1.083025823884007,1.0773381588872097,1.1029319850854662
2014-02-06 00:00:00-05:00,0.5,-0.11735958474049733,-0.6103577668352363,-1.0,-1403116.0,-0.5618529866686528,0.30258178710937145,-1820.0,-1387.7768770715725,-4.0,-0.8300050440649764,1.0620138619332335,1.068615012988817,1.068485559303108,0.8449181340747606,1.067514388749393,1.0636213000952701,1.093758467155287
2014-02-07 00:00:00-05:00,4.5,0.015907240819425246,-0.524815542493721,-5.0,-1708920.0,-0.494457613364211,0.3194007873535156,-1243.0,-1133.7913074441358,-3.0,-0.9175587873001882,1.0277644704628954,1.0451932225470988,1.0330203719879893,0.915927750410509,1.0419789010845446,1.0432706660462592,1.0780983659407783
2014-02-10 00:00:00-05:00,4.5,0.5898524523699594,-0.3517835579110855,-7.0,-3045975.0,-0.46724801800335386,0.20171546936035512,-794.0,-1013.4609510492745,-3.0,-0.9771148379322968,1.0177237953105034,1.0281979335093523,1.0142322920970648,0.9388157894736842,1.0285739435041326,1.0325176134996632,1.0652397880688347
2014-02-11 00:00:00-05:00,4.5,-0.028388519473645197,-0.25893295560429264,-9.0,-1871486.0,-0.3690490727368853,-0.3109874725341726,-736.0,-398.2039494830992,-5.0,-0.7452340565426179,1.014457985558677,1.0190898690068566,0.9924828677739864,0.9562841530054644,1.0216344271577968,1.0205970321984554,1.0620911919762714
2014-02-12 00:00:00-05:00,4.5,0.2905958450664207,-0.15998139919364507,-9.0,-2894788.0,-0.2755174865353707,0.2521381378173899,-1009.0,-288.1912909159978,-7.0,-0.5576583950355432,1.0239721761217002,1.0279477572707885,1.0137404817601572,0.9528795811518325,1.0321068140104146,1.032047680336404,1.0694791674867306
2014-02-13 00:00:00-05:00,4.5,0.25804554634591925,-0.16881893973990225,-9.0,-1060090.0,-0.22346385231829882,-0.11768722534179332,-1583.0,-327.5980074986261,-8.0,-0.5089259809722876,0.9931432740759882,1.0004546599236357,0.9730101342272348,1.019359380499824,1.0052366697554114,1.0118318034110538,1.0496491860058543
2014-02-14 00:00:00-05:00,4.5,-0.11891993777778222,-0.06368702883856969,-8.0,-1867772.0,-0.1818649582896464,0.008396148681644178,-1723.0,-208.41724219993478,-8.0,-0.6249819626999334,0.9800787736631088,0.9870083487285125,0.9603630832383293,1.0664760543245175,0.9907133698573236,0.9946795178553384,1.033186075004968
